path,size_bytes,sha256,kind,source,purpose,license_status,candidate_policy
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/bone_skull/bone_skull_idle_80x60.png,444,385fc0c3326c9acc4973de6f66ce9ef36184d110a0928907ca535c7f32726173,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/bone_skull/bone_skull_idle_sway_left_up_80x60.png,444,c59d7293cc20e62a3b1fb50cad5717df4f29a1a48babb10e0eb073c73c7fd3d1,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/bone_skull/bone_skull_idle_sway_right_up_80x60.png,443,4e2f3013636d2d765d7fdefa6bc7d17477447d4aa3b30f7c0a8d447fc60c1ec6,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/bone_skull/bone_skull_listen_focus_80x60.png,474,869c38bd85fa2a330fb23e55eb3ca30d7444aa0bceff94a15bce743f759c1741,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/bone_skull/bone_skull_talk_closed_80x60.png,434,cad093631dfbef7c24c542ffde84dee7b3c020fc096fb5a8543ae7d304a96b01,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/bone_skull/bone_skull_talk_open_80x60.png,442,086b068a8eabf72b2460e19ad2f698ac912ed9150c53422db4a5721bf3aca2cb,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/bone_skull/bone_skull_think_80x60.png,471,f97f0634fbe8bea4b499691af4ed9acf0ce7743edfc038edc50e0142984eef95,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/bone_skull/bone_skull_touch_pout_compress_80x60.png,458,3e0a268acfd08667a9e010833750e7a7327168126bc9263feaca30a7c6285720,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/bone_skull/bone_skull_touch_pout_expand_80x60.png,476,d8c9b4c29798cd71aaa75ba4c710b5cc7119483d928f33d3e7002c6d1d2211eb,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/bone_skull/bone_skull_turn_gaze_left_80x60.png,467,76d90fdb88de5d9e99b653a2e1951f8c92392b9404e5543fac09e6c4ca5678f9,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/bone_skull/bone_skull_turn_gaze_right_80x60.png,468,0374e36e65d35172b2843106f705847c099c1263fbcfffb59541b91888365165,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/cobalt_owl/cobalt_owl_blink_80x60.png,494,85181e625f610462ef208cab31f5eb89478b65081955ec5ef5010d0a0aa94f03,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/cobalt_owl/cobalt_owl_idle_80x60.png,509,28490e23659cffe8c32b153d54fb45ee32cc3832c899f5efdb22c37840ab5e68,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/cobalt_owl/cobalt_owl_idle_sway_left_up_80x60.png,512,58033bb369e237d29df156f97c606991c8c1142cda63c3d322f9d2ded76e9075,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/cobalt_owl/cobalt_owl_idle_sway_right_up_80x60.png,511,b2ba83288819f66e7768442fbce295a7244c207f2b660832a28c3a307c58375c,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/cobalt_owl/cobalt_owl_listen_focus_80x60.png,515,4d12f7c12190c556ad934d62952f7da94d37cca00ada3b6ec0ec8d8483030558,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/cobalt_owl/cobalt_owl_talk_closed_80x60.png,509,28490e23659cffe8c32b153d54fb45ee32cc3832c899f5efdb22c37840ab5e68,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/cobalt_owl/cobalt_owl_talk_open_80x60.png,548,bb3cbb935eedc4e6f39c47963265c21c67bbd772dc15525f07529c559d1f2b82,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/cobalt_owl/cobalt_owl_think_80x60.png,527,1b1c6cd413987d6c0483851fd08fce253e81dad2a0b706c04511573b0d6330d5,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/cobalt_owl/cobalt_owl_touch_pout_compress_80x60.png,504,bc0bedcd85162c7c276ad5c3732682f5de82333bbad3256e6243e9b8a202fff3,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/cobalt_owl/cobalt_owl_touch_pout_expand_80x60.png,558,040639cec6c6b1e9484104c16194ae1c7291bc98344a5d87e92deaebe5f37fe1,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/cobalt_owl/cobalt_owl_turn_gaze_left_80x60.png,521,7d58fef0137af68b28aaa0c57dfa6b2b2faf500885d42238de0248f599ac35a4,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/cobalt_owl/cobalt_owl_turn_gaze_right_80x60.png,516,083c02225922339352b5f12e8f400371bbdfb77682e3c1bc487130c0c407a6a5,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/crimson_slime/crimson_slime_blink_80x60.png,403,4352b6800f138ccbe060c887b3f390da0233048700a4f31d4ba6e4cf47d275f5,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/crimson_slime/crimson_slime_idle_80x60.png,419,591360f93b5ca1ee9788ba9156443819b5f717ea847a9c557ed6cfd4b0a3242e,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/crimson_slime/crimson_slime_idle_sway_left_up_80x60.png,418,ee07806d3c4d4b66b071957f72ea429f29fcacb886c1ffa43c09d275374aeb7e,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/crimson_slime/crimson_slime_idle_sway_right_up_80x60.png,418,d57ccd5f785fbcfe89d37f407d242f7f2023037ec53e148497958323339f4db3,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/crimson_slime/crimson_slime_listen_focus_80x60.png,438,57ac9d13d52818ce3cf063ccff99ea2bf53e04bcc9653fbe1f4ee64ef67260e9,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/crimson_slime/crimson_slime_talk_closed_80x60.png,419,591360f93b5ca1ee9788ba9156443819b5f717ea847a9c557ed6cfd4b0a3242e,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/crimson_slime/crimson_slime_talk_open_80x60.png,445,f380b03b9725ca2ab2d9669ebdc9b179e856909d21faf40451f9b892552ae653,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/crimson_slime/crimson_slime_think_80x60.png,449,7a74ed08bffd2431730a4ba314a35d462826de0864891d04fa190230890f848e,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/crimson_slime/crimson_slime_touch_pout_compress_80x60.png,460,7392cddbe7bf22684ed5d448dde78897038ed5a1943c93f45aa4aefa4db68ae1,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/crimson_slime/crimson_slime_touch_pout_expand_80x60.png,486,6c4d513a25d51d98c4b353c2bce7979e75d5e76925d8d2d001696f616c373594,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/crimson_slime/crimson_slime_turn_gaze_left_80x60.png,432,47eff63edbf9a4da14dab003e2caacc7da282ee6ea204f0882ef181259ccc00e,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/crimson_slime/crimson_slime_turn_gaze_right_80x60.png,437,4fd7fbac2cac692875c64bd9ecd4be589fa02e3e5597a1519c99becca22c0de9,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/icebox/icebox_blink_80x60.png,450,ee32336383b56b45c90be2da36973f216b27985d267df3def56574bfde4f7cd1,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/icebox/icebox_idle_80x60.png,456,45515e667756afc435009f9dc0c3fc3a8cc678ae0fef79895fe67f26d73d5ba6,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/icebox/icebox_idle_sway_left_up_80x60.png,456,4b2f1c83473c7e4c95004c802cce768841b02c24ca431e8c462115715f62528b,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/icebox/icebox_idle_sway_right_up_80x60.png,455,dc2af8fd9e127691187c0a7f24181e09785d0fdb666a702a36389e1bba005027,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/icebox/icebox_listen_focus_80x60.png,475,c03f1354c9581aeb72dbd478ba4eea48caec2051d303829559adc25b883a4e8f,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/icebox/icebox_talk_closed_80x60.png,456,45515e667756afc435009f9dc0c3fc3a8cc678ae0fef79895fe67f26d73d5ba6,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/icebox/icebox_talk_open_80x60.png,488,cd268d77f908233f3ffd1505ec9133eaa377c56c92b611c994b0050a91ee4a1a,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/icebox/icebox_think_80x60.png,476,9fc1bb5c87757409e49f88e6132b8908c01f7295af225867c493411a342e3aa6,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/icebox/icebox_touch_pout_compress_80x60.png,451,cd391cb35310e14aeeafd0e0766b281880c12e19915487b0467ee9d953f1d6e9,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/icebox/icebox_touch_pout_expand_80x60.png,506,397ebb63787854e0b771d757594bbe9a3fc15e5fa37e0b326d50859ced8b40df,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/icebox/icebox_turn_gaze_left_80x60.png,466,3bca6455babdb4f3874158354878f698b59398b6780d8d7fcd5769a5a7be1ff6,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/icebox/icebox_turn_gaze_right_80x60.png,472,44f17a10f99adc15fbda30a2b23f32b6e15d38e864a7ff256da20dfec22e41df,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/jade_frog/jade_frog_blink_80x60.png,435,5ff180f88d50cd200fc7ef9d6f2aba8d448ed9d72a41777f9bc573fbce54dd6a,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/jade_frog/jade_frog_idle_80x60.png,442,ff40a9632b7a3782fc4f54be5d0c8a00629d70dc18b531c8337d3777425d709d,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/jade_frog/jade_frog_idle_sway_left_up_80x60.png,442,62bca187b0e2a088773654c24fadf7bc599bc8f548a3ec1d7e3ed62c191242ed,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/jade_frog/jade_frog_idle_sway_right_up_80x60.png,443,11846cba3e74ff310def8c83cb31bb0acf1da1635edd30a953c74feb71c07a23,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/jade_frog/jade_frog_listen_focus_80x60.png,473,6b39293699affa6edf22c4802fca12a08ddfb02dc5a142968ac09207be3d4147,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/jade_frog/jade_frog_talk_closed_80x60.png,442,ff40a9632b7a3782fc4f54be5d0c8a00629d70dc18b531c8337d3777425d709d,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/jade_frog/jade_frog_talk_open_80x60.png,477,c9388700f615f44901a887ec7803fedc481415216e7cabb9e612f7f05a25b99f,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/jade_frog/jade_frog_think_80x60.png,471,0a6bae43d708d80977c4837594729adbcf188bdd042ad726a042ef7c0f419fc3,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/jade_frog/jade_frog_touch_pout_compress_80x60.png,473,9be63e4bceeb0475ad9fa0b52fea4ea9ce98caa99a3f42d325c4b7ae75982cb7,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/jade_frog/jade_frog_touch_pout_expand_80x60.png,491,5180e6c18d0bcc5ca20deb840af5cdafe5350bbeffb29bf9a995102fa19c5f5b,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/jade_frog/jade_frog_turn_gaze_left_80x60.png,456,4acd7567e6975a39c40760f4480819901c58328cdd595703d47b11f06439a04a,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/jade_frog/jade_frog_turn_gaze_right_80x60.png,457,1141934f92178e0deddc4255df7f70341a07e9bed187a1368c8e341b653a2a90,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/magenta_octopus/magenta_octopus_blink_80x60.png,483,5c60d378af5be831f79a18910b43aaa525ae1b95e73e88499e1e4452dd3fd313,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/magenta_octopus/magenta_octopus_idle_80x60.png,485,5fb28ee19fdf916d0550d48f99bf3cd1e3a60366e050aa6c6e6cf808e26f5589,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/magenta_octopus/magenta_octopus_idle_sway_left_up_80x60.png,484,90268aa33c7095d342c01329d4109dff3ec141260d2bcde8d3de0c560e13f45e,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/magenta_octopus/magenta_octopus_idle_sway_right_up_80x60.png,484,93d3aa985343b9b998a5fe3b1eb487d8a13927d95f8f23f8d1dee93f7703665c,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/magenta_octopus/magenta_octopus_listen_focus_80x60.png,505,eddf63f44ed9c38ee339d7dd4b56ea7dae85eb2dcac8902b5c3e8568e3281c68,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/magenta_octopus/magenta_octopus_talk_closed_80x60.png,485,5fb28ee19fdf916d0550d48f99bf3cd1e3a60366e050aa6c6e6cf808e26f5589,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/magenta_octopus/magenta_octopus_talk_open_80x60.png,514,37debd9a310314f815e774ff1994269ac8e332e2c4179137a4c395e9af814647,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/magenta_octopus/magenta_octopus_think_80x60.png,510,0f738433a6c0db477f6984cb1fb44e0dec3fa345c4e8996e72f905d6c1ac9667,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/magenta_octopus/magenta_octopus_touch_pout_compress_80x60.png,505,6b5e2d790435909bd6fcb59a7685204bab1ed141ef7e5e6cf2aad2abdb080685,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/magenta_octopus/magenta_octopus_touch_pout_expand_80x60.png,561,d5b9b7341dd1eb6fe5f3470159bc24635e8fe6a1fa49e1f39f30ac7856b68546,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/magenta_octopus/magenta_octopus_turn_gaze_left_80x60.png,500,81704c203b500e4832dbd69f5b087c390dd1f17f875e3a9d0be739e386f2461e,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/magenta_octopus/magenta_octopus_turn_gaze_right_80x60.png,503,0faa30e5bcedcfdf5fc93d3d1da07e93f43674ebd6659abae811432680b1165d,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/silver_husky/silver_husky_blink_80x60.png,561,6e9e1fbcf0a2b4b608eade68c4331950a3aa7ad6592e209c7fa15deafbc187f4,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/silver_husky/silver_husky_idle_80x60.png,565,a4534a38d6b69e763b72114a1ebe07bd10883d496ea6063b7296fd140d26cdf2,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/silver_husky/silver_husky_idle_sway_left_up_80x60.png,565,829e88bd4b687e5c95dbafdf67955fb75f7cdd440f957d4c7d77b011e5e6e288,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/silver_husky/silver_husky_idle_sway_right_up_80x60.png,563,a7669f1aabb59a0301b85328bb575ed7ae3f9c2cfb0ac06936cf7f3d44e24c1b,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/silver_husky/silver_husky_listen_focus_80x60.png,574,5c3bfc3f6c29a1c033767da8ad3ab768d65e17c31a500fa615e88dce91fce5a9,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/silver_husky/silver_husky_talk_closed_80x60.png,565,a4534a38d6b69e763b72114a1ebe07bd10883d496ea6063b7296fd140d26cdf2,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/silver_husky/silver_husky_talk_open_80x60.png,583,1630d835c33dbc29978e82a564521ff6d93117a8bd1bfd62a85ebfeae0644f3d,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/silver_husky/silver_husky_think_80x60.png,569,06abbda4d1ecc31305da74df91bf301ef5f5c613a14b49f5fb127a0e8cf5511d,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/silver_husky/silver_husky_touch_pout_compress_80x60.png,569,c6d6beb9985822c81ed6757a9c6b10387cc97f4cee8b11a818daa65032fd47a5,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/silver_husky/silver_husky_touch_pout_expand_80x60.png,612,377e75bb72f195d35fb08356baec55966a712ebe8214ac850c3525a2248553e0,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/silver_husky/silver_husky_turn_gaze_left_80x60.png,564,e6b35cdd78a635fd64d8acf8b059368974dcbd1d6291cf1ac8ae7665133989e9,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/assets/expressions/packs/silver_husky/silver_husky_turn_gaze_right_80x60.png,568,ce043d0338d7ae63cb5dec2795ec6995f1891a6e2e9b9d7836f6abd1e369ef7d,png,pending-review,inspect owning Example/component,pending,hold-until-s8
CODE/examples/xiaozhi_companion_robot_demo/spiffs/dingding.wav,12024,7afdf0d1b0457d70996d744b82de7b1e08fa1967dae4e65b512d66237d980706,wav,pending-review,inspect owning Example/component,pending,hold-until-s8
